"","X","YEAR","MONTH","DAY","SITE","TRANSECT","SIDE","SP_CODE","PERCENT_COVER","GROUP","DIVISION.FAMILY","COMMON.DIVISION.NAME","SIZE","COMMON.NAME","KINGDOM","PHYLUM","CLASS","ORDER","FAMILY","GENUS","SPECIES"
"2430",926,2015,8,13,"NE_APPLEDORE","BROADWAY_42ND","I","B",46.25,"Substrate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2431",927,2015,8,13,"NE_APPLEDORE","BROADWAY_42ND","I","BOHA",2.5,"Algae","Rhodophyta","Erect Red Algae",NA,"hooked weed",NA,NA,NA,NA,NA,NA,"Bonnemasonia hamifera"
"2432",928,2015,8,13,"NE_APPLEDORE","BROADWAY_42ND","I","BS",2.5,"Substrate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2433",929,2015,8,13,"NE_APPLEDORE","BROADWAY_42ND","I","BUTU",2.5,"Invertebrate","Bryozoans","Bryozoans",NA,"spiral tufted bryozoan",NA,NA,NA,NA,NA,NA,"Bugula turrita"
"2434",930,2015,8,13,"NE_APPLEDORE","BROADWAY_42ND","I","CHCR",7.5,"Algae","Rhodophyta","Erect Red Algae",NA,"Irish moss","Plantae","Rhodophyta","Florideophyceae","Gigartinales","Gigartinaceae","Chondrus","Chondrus crispus"
"2435",931,2015,8,13,"NE_APPLEDORE","BROADWAY_42ND","I","CLCI",1.25,"Algae","Rhodophyta","Red Algal Crusts",NA,NA,"Plantae","Rhodophyta","Florideophyceae","Corallinales","Hapalidiaceae","Clathromorphum","Clathromorphum circumscriptum"
"2436",932,2015,8,13,"NE_APPLEDORE","BROADWAY_42ND","I","CO",10,"Algae","Rhodophyta","Erect Red Algae",NA,"coral weed",NA,NA,NA,NA,NA,NA,"Corralina officinalis"
"2437",933,2015,8,13,"NE_APPLEDORE","BROADWAY_42ND","I","CYPU",6.25,"Algae","Rhodophyta","Erect Red Algae",NA,"Purple claw weed","Plantae","Rhodophyta","Florideophyceae","Gigartinales","Cystocloniaceae","Cystoclonium","Cystoclonium purpureum"
"2438",934,2015,8,13,"NE_APPLEDORE","BROADWAY_42ND","I","DEAC",7.5,"Algae","Phaeophyta","Brown Algae",NA,"Sour or Stink Weed",NA,NA,NA,NA,NA,NA,"Desmerestia aculeata"
"2439",935,2015,8,13,"NE_APPLEDORE","BROADWAY_42ND","I","DEVI",2.5,"Algae","Phaeophyta","Brown Algae",NA,"Sour or Stink Weed",NA,NA,NA,NA,NA,NA,"Desmerestia viridis"
"2440",936,2015,8,13,"NE_APPLEDORE","BROADWAY_42ND","I","DIVE",5,"Invertebrate","Chordates","Tunicates",NA,"tunicate","Animalia","Chordata","Ascidiacea","Aplousobranchia","Didemnidae","Didemnum","Didemnum vexillum"
"2441",937,2015,8,13,"NE_APPLEDORE","BROADWAY_42ND","I","EC",5,"Algae","Rhodophyta","Red Algal Crusts",NA,NA,NA,NA,NA,NA,NA,NA,"Encrusting coralline"
"2442",938,2015,8,13,"NE_APPLEDORE","BROADWAY_42ND","I","EUCR",1.25,"Algae","Rhodophyta","Erect Red Algae",NA,"delicate northern sea fan","Plantae","Rhodophyta","Florideophyceae","Gigartinales","Kallymeniaceae","Euthora","Euthora cristata"
"2443",939,2015,8,13,"NE_APPLEDORE","BROADWAY_42ND","I","HJ",22.5,"Algae","Rhodophyta","Erect Red Algae",NA,"japan red algae",NA,NA,NA,NA,NA,NA,"Heterosiphonia japonica"
"2444",940,2015,8,13,"NE_APPLEDORE","BROADWAY_42ND","I","LIGL",2.5,"Algae","Rhodophyta","Red Algal Crusts",NA,NA,NA,NA,NA,NA,NA,NA,"Lithothamnion "
"2445",941,2015,8,13,"NE_APPLEDORE","BROADWAY_42ND","I","MAST",3.75,"Algae","Rhodophyta","Erect Red Algae",NA,"false irish moss","Plantae","Rhodophyta","Florideophyceae","Gigartinales","Phyllophoraceae","Mastocarpus","Mastocarpus stellatus"
"2446",942,2015,8,13,"NE_APPLEDORE","BROADWAY_42ND","I","MEMA",7.5,"Invertebrate","Bryozoans","Bryozoans",NA,"sea lace","Animalia","Bryozoa","Gymnolaemata","Cheilostomatida","Membraniporidae","Membranipora","Membranipora membranacea"
"2447",943,2015,8,13,"NE_APPLEDORE","BROADWAY_42ND","I","PHRU",2.5,"Algae","Rhodophyta","Erect Red Algae",NA,"sea oak","Plantae","Rhodophyta","Florideophyceae","Ceramiales","Delesseriaceae","Phycodrys","Phycodrys rubens"
"2448",944,2015,8,13,"NE_APPLEDORE","BROADWAY_42ND","I","POLS",7.5,"Algae","Rhodophyta","Erect Red Algae",NA,"lobster horns",NA,NA,NA,NA,NA,NA,"Polysiphonia "
"2449",945,2015,8,13,"NE_APPLEDORE","BROADWAY_42ND","I","PORS",15,"Algae","Rhodophyta","Erect Red Algae",NA,NA,NA,NA,NA,NA,NA,NA,"Porphyra "
"2450",946,2015,8,13,"NE_APPLEDORE","BROADWAY_42ND","I","SE",1.25,"Invertebrate","Molluscs","Gastropods",NA,NA,NA,NA,NA,NA,NA,NA,"Serpulorbis"
"2451",947,2015,8,13,"NE_APPLEDORE","BROADWAY_42ND","I","SH",1.25,"Substrate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2452",948,2015,8,13,"NE_APPLEDORE","BROADWAY_42ND","I","SL",11.25,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima"
"2453",949,2015,8,13,"NE_APPLEDORE","BROADWAY_42ND","I","SLJ",1.25,"Algae","Phaeophyta","Brown Algae","juvenile <10cm",NA,"Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima"
"2454",950,2015,8,13,"NE_APPLEDORE","BROADWAY_42ND","O","AGCL",7.5,"Algae","Phaeophyta","Brown Algae",NA,"Shotgun Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Costariaceae","Agarum","Agarum clathratum"
"2455",951,2015,8,13,"NE_APPLEDORE","BROADWAY_42ND","O","ALES",1.25,"Algae","Phaeophyta","Brown Algae",NA,"Winged Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Alariaceae","Alaria","Alaria esculenta"
"2456",952,2015,8,13,"NE_APPLEDORE","BROADWAY_42ND","O","B",45,"Substrate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2457",953,2015,8,13,"NE_APPLEDORE","BROADWAY_42ND","O","BL",1.25,"Substrate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2458",954,2015,8,13,"NE_APPLEDORE","BROADWAY_42ND","O","BOHA",2.5,"Algae","Rhodophyta","Erect Red Algae",NA,"hooked weed",NA,NA,NA,NA,NA,NA,"Bonnemasonia hamifera"
"2459",955,2015,8,13,"NE_APPLEDORE","BROADWAY_42ND","O","BOVI",2.5,"Invertebrate","Chordates","Tunicates",NA,"orange sheath tunicate","Animalia","Chordata","Ascidiacea","Stolidobranchia","Styelidae","Botrylloides","Botrylloides violaceus"
"2460",956,2015,8,13,"NE_APPLEDORE","BROADWAY_42ND","O","BS",1.25,"Substrate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2461",957,2015,8,13,"NE_APPLEDORE","BROADWAY_42ND","O","CF",1.25,"Invertebrate","Molluscs","Gastropods",NA,"Slipper Snail","Animalia","Mollusca","Gastropoda","Littorinimorpha","Calyptraeidae","Crepidula","Crepidula fornicata"
"2462",958,2015,8,13,"NE_APPLEDORE","BROADWAY_42ND","O","CHCR",6.25,"Algae","Rhodophyta","Erect Red Algae",NA,"Irish moss","Plantae","Rhodophyta","Florideophyceae","Gigartinales","Gigartinaceae","Chondrus","Chondrus crispus"
"2463",959,2015,8,13,"NE_APPLEDORE","BROADWAY_42ND","O","CO",6.25,"Algae","Rhodophyta","Erect Red Algae",NA,"coral weed",NA,NA,NA,NA,NA,NA,"Corralina officinalis"
"2464",960,2015,8,13,"NE_APPLEDORE","BROADWAY_42ND","O","CREB",1.25,"Invertebrate","Bryozoans","Bryozoans",NA,"tufted ivory corraline","Animalia","Bryozoa","Stenolaemata","Cyclostomatida","Crisiidae","Crisia","Crisia eburnea"
"2465",961,2015,8,13,"NE_APPLEDORE","BROADWAY_42ND","O","CYPU",1.25,"Algae","Rhodophyta","Erect Red Algae",NA,"Purple claw weed","Plantae","Rhodophyta","Florideophyceae","Gigartinales","Cystocloniaceae","Cystoclonium","Cystoclonium purpureum"
"2466",962,2015,8,13,"NE_APPLEDORE","BROADWAY_42ND","O","DEAC",5,"Algae","Phaeophyta","Brown Algae",NA,"Sour or Stink Weed",NA,NA,NA,NA,NA,NA,"Desmerestia aculeata"
"2467",963,2015,8,13,"NE_APPLEDORE","BROADWAY_42ND","O","DEVI",2.5,"Algae","Phaeophyta","Brown Algae",NA,"Sour or Stink Weed",NA,NA,NA,NA,NA,NA,"Desmerestia viridis"
"2468",964,2015,8,13,"NE_APPLEDORE","BROADWAY_42ND","O","DIVE",3.75,"Invertebrate","Chordates","Tunicates",NA,"tunicate","Animalia","Chordata","Ascidiacea","Aplousobranchia","Didemnidae","Didemnum","Didemnum vexillum"
"2469",965,2015,8,13,"NE_APPLEDORE","BROADWAY_42ND","O","HAPA",1.25,"Invertebrate","Proifera","Sponges",NA,"Breadcrumb Sponge",NA,NA,NA,NA,NA,NA,"Halichondria panicea"
"2470",966,2015,8,13,"NE_APPLEDORE","BROADWAY_42ND","O","HJ",31.25,"Algae","Rhodophyta","Erect Red Algae",NA,"japan red algae",NA,NA,NA,NA,NA,NA,"Heterosiphonia japonica"
"2471",967,2015,8,13,"NE_APPLEDORE","BROADWAY_42ND","O","LIGL",2.5,"Algae","Rhodophyta","Red Algal Crusts",NA,NA,NA,NA,NA,NA,NA,NA,"Lithothamnion "
"2472",968,2015,8,13,"NE_APPLEDORE","BROADWAY_42ND","O","MAST",10,"Algae","Rhodophyta","Erect Red Algae",NA,"false irish moss","Plantae","Rhodophyta","Florideophyceae","Gigartinales","Phyllophoraceae","Mastocarpus","Mastocarpus stellatus"
"2473",969,2015,8,13,"NE_APPLEDORE","BROADWAY_42ND","O","MEMA",5,"Invertebrate","Bryozoans","Bryozoans",NA,"sea lace","Animalia","Bryozoa","Gymnolaemata","Cheilostomatida","Membraniporidae","Membranipora","Membranipora membranacea"
"2474",970,2015,8,13,"NE_APPLEDORE","BROADWAY_42ND","O","PHRU",1.25,"Algae","Rhodophyta","Erect Red Algae",NA,"sea oak","Plantae","Rhodophyta","Florideophyceae","Ceramiales","Delesseriaceae","Phycodrys","Phycodrys rubens"
"2475",971,2015,8,13,"NE_APPLEDORE","BROADWAY_42ND","O","PHSP",1.25,"Algae","Rhodophyta","Red Algal Crusts",NA,"rock branch algae",NA,NA,NA,NA,NA,NA,"Phymatolithon "
"2476",972,2015,8,13,"NE_APPLEDORE","BROADWAY_42ND","O","PORS",12.5,"Algae","Rhodophyta","Erect Red Algae",NA,NA,NA,NA,NA,NA,NA,NA,"Porphyra "
"2477",973,2015,8,13,"NE_APPLEDORE","BROADWAY_42ND","O","PTSE",1.25,"Algae","Rhodophyta","Erect Red Algae",NA,"northern sea fern","Plantae","Rhodophyta","Florideophyceae","Ceramiales","Wrangeliaceae","Ptilota","Ptilota serrata"
"2478",974,2015,8,13,"NE_APPLEDORE","BROADWAY_42ND","O","SH",2.5,"Substrate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2479",975,2015,8,13,"NE_APPLEDORE","BROADWAY_42ND","O","SL",16.25,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima"
"2480",976,2015,8,13,"NE_APPLEDORE","DEVILS_DANCE_FLOOR","I","AGCL",1.25,"Algae","Phaeophyta","Brown Algae",NA,"Shotgun Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Costariaceae","Agarum","Agarum clathratum"
"2481",977,2015,8,13,"NE_APPLEDORE","DEVILS_DANCE_FLOOR","I","B",23.75,"Substrate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2482",978,2015,8,13,"NE_APPLEDORE","DEVILS_DANCE_FLOOR","I","BL",5,"Substrate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2483",979,2015,8,13,"NE_APPLEDORE","DEVILS_DANCE_FLOOR","I","BM",5,"Substrate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2484",980,2015,8,13,"NE_APPLEDORE","DEVILS_DANCE_FLOOR","I","BOVI",3.75,"Invertebrate","Chordates","Tunicates",NA,"orange sheath tunicate","Animalia","Chordata","Ascidiacea","Stolidobranchia","Styelidae","Botrylloides","Botrylloides violaceus"
"2485",981,2015,8,13,"NE_APPLEDORE","DEVILS_DANCE_FLOOR","I","BS",8.75,"Substrate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2486",982,2015,8,13,"NE_APPLEDORE","DEVILS_DANCE_FLOOR","I","BUTU",1.25,"Invertebrate","Bryozoans","Bryozoans",NA,"spiral tufted bryozoan",NA,NA,NA,NA,NA,NA,"Bugula turrita"
"2487",983,2015,8,13,"NE_APPLEDORE","DEVILS_DANCE_FLOOR","I","C",2.5,"Substrate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2488",984,2015,8,13,"NE_APPLEDORE","DEVILS_DANCE_FLOOR","I","CHCR",6.25,"Algae","Rhodophyta","Erect Red Algae",NA,"Irish moss","Plantae","Rhodophyta","Florideophyceae","Gigartinales","Gigartinaceae","Chondrus","Chondrus crispus"
"2489",985,2015,8,13,"NE_APPLEDORE","DEVILS_DANCE_FLOOR","I","CO",7.5,"Algae","Rhodophyta","Erect Red Algae",NA,"coral weed",NA,NA,NA,NA,NA,NA,"Corralina officinalis"
"2490",986,2015,8,13,"NE_APPLEDORE","DEVILS_DANCE_FLOOR","I","CYPU",7.5,"Algae","Rhodophyta","Erect Red Algae",NA,"Purple claw weed","Plantae","Rhodophyta","Florideophyceae","Gigartinales","Cystocloniaceae","Cystoclonium","Cystoclonium purpureum"
"2491",987,2015,8,13,"NE_APPLEDORE","DEVILS_DANCE_FLOOR","I","DEAC",10,"Algae","Phaeophyta","Brown Algae",NA,"Sour or Stink Weed",NA,NA,NA,NA,NA,NA,"Desmerestia aculeata"
"2492",988,2015,8,13,"NE_APPLEDORE","DEVILS_DANCE_FLOOR","I","DIVE",6.25,"Invertebrate","Chordates","Tunicates",NA,"tunicate","Animalia","Chordata","Ascidiacea","Aplousobranchia","Didemnidae","Didemnum","Didemnum vexillum"
"2493",989,2015,8,13,"NE_APPLEDORE","DEVILS_DANCE_FLOOR","I","EC",1.25,"Algae","Rhodophyta","Red Algal Crusts",NA,NA,NA,NA,NA,NA,NA,NA,"Encrusting coralline"
"2494",990,2015,8,13,"NE_APPLEDORE","DEVILS_DANCE_FLOOR","I","FG",3.75,"Algae","Chlorophyta","Green Algae",NA,"Filamentous Green ",NA,NA,NA,NA,NA,NA,"Filamentous Green"
"2495",991,2015,8,13,"NE_APPLEDORE","DEVILS_DANCE_FLOOR","I","HJ",7.5,"Algae","Rhodophyta","Erect Red Algae",NA,"japan red algae",NA,NA,NA,NA,NA,NA,"Heterosiphonia japonica"
"2496",992,2015,8,13,"NE_APPLEDORE","DEVILS_DANCE_FLOOR","I","LIGL",2.5,"Algae","Rhodophyta","Red Algal Crusts",NA,NA,NA,NA,NA,NA,NA,NA,"Lithothamnion "
"2497",993,2015,8,13,"NE_APPLEDORE","DEVILS_DANCE_FLOOR","I","LISP",1.25,"Algae","Rhodophyta","Red Algal Crusts",NA,NA,NA,NA,NA,NA,NA,NA,"Lithophyllum "
"2498",994,2015,8,13,"NE_APPLEDORE","DEVILS_DANCE_FLOOR","I","MEMA",6.25,"Invertebrate","Bryozoans","Bryozoans",NA,"sea lace","Animalia","Bryozoa","Gymnolaemata","Cheilostomatida","Membraniporidae","Membranipora","Membranipora membranacea"
"2499",995,2015,8,13,"NE_APPLEDORE","DEVILS_DANCE_FLOOR","I","P",1.25,"Substrate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2500",996,2015,8,13,"NE_APPLEDORE","DEVILS_DANCE_FLOOR","I","PHSP",1.25,"Algae","Rhodophyta","Red Algal Crusts",NA,"rock branch algae",NA,NA,NA,NA,NA,NA,"Phymatolithon "
"2501",997,2015,8,13,"NE_APPLEDORE","DEVILS_DANCE_FLOOR","I","POLS",6.25,"Algae","Rhodophyta","Erect Red Algae",NA,"lobster horns",NA,NA,NA,NA,NA,NA,"Polysiphonia "
"2502",998,2015,8,13,"NE_APPLEDORE","DEVILS_DANCE_FLOOR","I","PORS",3.75,"Algae","Rhodophyta","Erect Red Algae",NA,NA,NA,NA,NA,NA,NA,NA,"Porphyra "
"2503",999,2015,8,13,"NE_APPLEDORE","DEVILS_DANCE_FLOOR","I","SADE",3.75,"Algae","Phaeophyta","Brown Algae",NA,NA,"Chromista","Ochrophyta","Phaeophyceae","Tilopteridales","Phyllariaceae","Saccorhiza","Saccorhiza dermatodea"
"2504",1000,2015,8,13,"NE_APPLEDORE","DEVILS_DANCE_FLOOR","I","SH",2.5,"Substrate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2505",1001,2015,8,13,"NE_APPLEDORE","DEVILS_DANCE_FLOOR","I","SL",27.5,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima"
"2506",1002,2015,8,13,"NE_APPLEDORE","DEVILS_DANCE_FLOOR","I","SS",1.25,"Substrate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2507",1003,2015,8,13,"NE_APPLEDORE","DEVILS_DANCE_FLOOR","I","TETE",1.25,"Invertebrate","Molluscs","Gastropods",NA,"Plate Limpet",NA,NA,NA,NA,NA,NA,"Tectura testudinalis"
"2508",1004,2015,8,13,"NE_APPLEDORE","DEVILS_DANCE_FLOOR","I","UV",1.25,"Algae","Chlorophyta","Green Algae",NA,"Sea lettuce",NA,NA,NA,NA,NA,NA,"Blady Ulvoid"
"2509",1005,2015,8,13,"NE_APPLEDORE","DEVILS_DANCE_FLOOR","O","AGCL",1.25,"Algae","Phaeophyta","Brown Algae",NA,"Shotgun Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Costariaceae","Agarum","Agarum clathratum"
"2510",1006,2015,8,13,"NE_APPLEDORE","DEVILS_DANCE_FLOOR","O","ASDI",1.25,"Algae","Phaeophyta","Brown Algae",NA,"knotted wrack","Chromista","Ochrophyta","Phaeophyceae","Fucales","Fucaceae","Ascophyllum","Ascophyllum nodosum"
"2511",1007,2015,8,13,"NE_APPLEDORE","DEVILS_DANCE_FLOOR","O","B",27.5,"Substrate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2512",1008,2015,8,13,"NE_APPLEDORE","DEVILS_DANCE_FLOOR","O","BL",6.25,"Substrate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2513",1009,2015,8,13,"NE_APPLEDORE","DEVILS_DANCE_FLOOR","O","BM",1.25,"Substrate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2514",1010,2015,8,13,"NE_APPLEDORE","DEVILS_DANCE_FLOOR","O","BS",7.5,"Substrate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2515",1011,2015,8,13,"NE_APPLEDORE","DEVILS_DANCE_FLOOR","O","C",6.25,"Substrate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2516",1012,2015,8,13,"NE_APPLEDORE","DEVILS_DANCE_FLOOR","O","CHCR",6.25,"Algae","Rhodophyta","Erect Red Algae",NA,"Irish moss","Plantae","Rhodophyta","Florideophyceae","Gigartinales","Gigartinaceae","Chondrus","Chondrus crispus"
"2517",1013,2015,8,13,"NE_APPLEDORE","DEVILS_DANCE_FLOOR","O","CO",11.25,"Algae","Rhodophyta","Erect Red Algae",NA,"coral weed",NA,NA,NA,NA,NA,NA,"Corralina officinalis"
"2518",1014,2015,8,13,"NE_APPLEDORE","DEVILS_DANCE_FLOOR","O","CYPU",10,"Algae","Rhodophyta","Erect Red Algae",NA,"Purple claw weed","Plantae","Rhodophyta","Florideophyceae","Gigartinales","Cystocloniaceae","Cystoclonium","Cystoclonium purpureum"
"2519",1015,2015,8,13,"NE_APPLEDORE","DEVILS_DANCE_FLOOR","O","DEAC",6.25,"Algae","Phaeophyta","Brown Algae",NA,"Sour or Stink Weed",NA,NA,NA,NA,NA,NA,"Desmerestia aculeata"
"2520",1016,2015,8,13,"NE_APPLEDORE","DEVILS_DANCE_FLOOR","O","DEVI",2.5,"Algae","Phaeophyta","Brown Algae",NA,"Sour or Stink Weed",NA,NA,NA,NA,NA,NA,"Desmerestia viridis"
"2521",1017,2015,8,13,"NE_APPLEDORE","DEVILS_DANCE_FLOOR","O","DIVE",3.75,"Invertebrate","Chordates","Tunicates",NA,"tunicate","Animalia","Chordata","Ascidiacea","Aplousobranchia","Didemnidae","Didemnum","Didemnum vexillum"
"2522",1018,2015,8,13,"NE_APPLEDORE","DEVILS_DANCE_FLOOR","O","EC",3.75,"Algae","Rhodophyta","Red Algal Crusts",NA,NA,NA,NA,NA,NA,NA,NA,"Encrusting coralline"
"2523",1019,2015,8,13,"NE_APPLEDORE","DEVILS_DANCE_FLOOR","O","FG",3.75,"Algae","Chlorophyta","Green Algae",NA,"Filamentous Green ",NA,NA,NA,NA,NA,NA,"Filamentous Green"
"2524",1020,2015,8,13,"NE_APPLEDORE","DEVILS_DANCE_FLOOR","O","HIRU",1.25,"Algae","Rhodophyta","Red Algal Crusts",NA,NA,"Plantae","Rhodophyta","Florideophyceae","Hildenbrandiales","Hildenbrandiaceae","Hildenbrandia","Hildenbrandia rubra"
"2525",1021,2015,8,13,"NE_APPLEDORE","DEVILS_DANCE_FLOOR","O","HJ",5,"Algae","Rhodophyta","Erect Red Algae",NA,"japan red algae",NA,NA,NA,NA,NA,NA,"Heterosiphonia japonica"
"2526",1022,2015,8,13,"NE_APPLEDORE","DEVILS_DANCE_FLOOR","O","LIGL",3.75,"Algae","Rhodophyta","Red Algal Crusts",NA,NA,NA,NA,NA,NA,NA,NA,"Lithothamnion "
"2527",1023,2015,8,13,"NE_APPLEDORE","DEVILS_DANCE_FLOOR","O","MAST",2.5,"Algae","Rhodophyta","Erect Red Algae",NA,"false irish moss","Plantae","Rhodophyta","Florideophyceae","Gigartinales","Phyllophoraceae","Mastocarpus","Mastocarpus stellatus"
"2528",1024,2015,8,13,"NE_APPLEDORE","DEVILS_DANCE_FLOOR","O","MEMA",5,"Invertebrate","Bryozoans","Bryozoans",NA,"sea lace","Animalia","Bryozoa","Gymnolaemata","Cheilostomatida","Membraniporidae","Membranipora","Membranipora membranacea"
"2529",1025,2015,8,13,"NE_APPLEDORE","DEVILS_DANCE_FLOOR","O","PHSP",2.5,"Algae","Rhodophyta","Red Algal Crusts",NA,"rock branch algae",NA,NA,NA,NA,NA,NA,"Phymatolithon "
"2530",1026,2015,8,13,"NE_APPLEDORE","DEVILS_DANCE_FLOOR","O","POLS",5,"Algae","Rhodophyta","Erect Red Algae",NA,"lobster horns",NA,NA,NA,NA,NA,NA,"Polysiphonia "
"2531",1027,2015,8,13,"NE_APPLEDORE","DEVILS_DANCE_FLOOR","O","PTSE",1.25,"Algae","Rhodophyta","Erect Red Algae",NA,"northern sea fern","Plantae","Rhodophyta","Florideophyceae","Ceramiales","Wrangeliaceae","Ptilota","Ptilota serrata"
"2532",1028,2015,8,13,"NE_APPLEDORE","DEVILS_DANCE_FLOOR","O","SADE",5,"Algae","Phaeophyta","Brown Algae",NA,NA,"Chromista","Ochrophyta","Phaeophyceae","Tilopteridales","Phyllariaceae","Saccorhiza","Saccorhiza dermatodea"
"2533",1029,2015,8,13,"NE_APPLEDORE","DEVILS_DANCE_FLOOR","O","SE",1.25,"Invertebrate","Molluscs","Gastropods",NA,NA,NA,NA,NA,NA,NA,NA,"Serpulorbis"
"2534",1030,2015,8,13,"NE_APPLEDORE","DEVILS_DANCE_FLOOR","O","SL",27.5,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima"
"2535",1031,2015,8,13,"NE_APPLEDORE","DEVILS_DANCE_FLOOR","O","SPRE",1.25,"Algae","Rhodophyta","Erect Red Algae",NA,NA,"Plantae","Rhodophyta","Florideophyceae","Ceramiales","Wrangeliaceae","Spermothamnion","Spermothamnion repens"
"2536",1032,2015,8,13,"NE_APPLEDORE","DEVILS_DANCE_FLOOR","O","SS",1.25,"Substrate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2537",1033,2015,8,13,"NE_APPLEDORE","DEVILS_DANCE_FLOOR","O","TUV",1.25,"Algae","Chlorophyta","Green Algae",NA,"Sea lettuce",NA,NA,NA,NA,NA,NA,"Tubular Ulvoid"
"2538",1034,2015,8,13,"NE_APPLEDORE","DEVILS_DANCE_FLOOR","O","UV",1.25,"Algae","Chlorophyta","Green Algae",NA,"Sea lettuce",NA,NA,NA,NA,NA,NA,"Blady Ulvoid"
"2539",1035,2015,8,13,"NE_APPLEDORE","NORWEGIAN_COVE","I","AGCL",3.75,"Algae","Phaeophyta","Brown Algae",NA,"Shotgun Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Costariaceae","Agarum","Agarum clathratum"
"2540",1036,2015,8,13,"NE_APPLEDORE","NORWEGIAN_COVE","I","B",46.25,"Substrate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2541",1037,2015,8,13,"NE_APPLEDORE","NORWEGIAN_COVE","I","BOHA",2.5,"Algae","Rhodophyta","Erect Red Algae",NA,"hooked weed",NA,NA,NA,NA,NA,NA,"Bonnemasonia hamifera"
"2542",1038,2015,8,13,"NE_APPLEDORE","NORWEGIAN_COVE","I","BOVI",1.25,"Invertebrate","Chordates","Tunicates",NA,"orange sheath tunicate","Animalia","Chordata","Ascidiacea","Stolidobranchia","Styelidae","Botrylloides","Botrylloides violaceus"
"2543",1039,2015,8,13,"NE_APPLEDORE","NORWEGIAN_COVE","I","BS",1.25,"Substrate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2544",1040,2015,8,13,"NE_APPLEDORE","NORWEGIAN_COVE","I","BUTU",1.25,"Invertebrate","Bryozoans","Bryozoans",NA,"spiral tufted bryozoan",NA,NA,NA,NA,NA,NA,"Bugula turrita"
"2545",1041,2015,8,13,"NE_APPLEDORE","NORWEGIAN_COVE","I","CF",1.25,"Invertebrate","Molluscs","Gastropods",NA,"Slipper Snail","Animalia","Mollusca","Gastropoda","Littorinimorpha","Calyptraeidae","Crepidula","Crepidula fornicata"
"2546",1042,2015,8,13,"NE_APPLEDORE","NORWEGIAN_COVE","I","CHCR",3.75,"Algae","Rhodophyta","Erect Red Algae",NA,"Irish moss","Plantae","Rhodophyta","Florideophyceae","Gigartinales","Gigartinaceae","Chondrus","Chondrus crispus"
"2547",1043,2015,8,13,"NE_APPLEDORE","NORWEGIAN_COVE","I","CLCI",1.25,"Algae","Rhodophyta","Red Algal Crusts",NA,NA,"Plantae","Rhodophyta","Florideophyceae","Corallinales","Hapalidiaceae","Clathromorphum","Clathromorphum circumscriptum"
"2548",1044,2015,8,13,"NE_APPLEDORE","NORWEGIAN_COVE","I","CO",12.5,"Algae","Rhodophyta","Erect Red Algae",NA,"coral weed",NA,NA,NA,NA,NA,NA,"Corralina officinalis"
