"","X","YEAR","MONTH","DAY","SITE","TRANSECT","SP_CODE","QUAD","SIDE","COUNT","AREA","GROUP","DIVISION.FAMILY","COMMON.DIVISION.NAME","SIZE","COMMON.NAME","KINGDOM","PHYLUM","CLASS","ORDER","FAMILY","GENUS","SPECIES","NOTES"
"1655",835,2015,NA,NA,NA,NA,NA,"20-0","O",NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1656",836,2015,NA,NA,NA,NA,NA,"20-0","O",NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1657",837,2015,NA,NA,NA,NA,NA,"20-0","O",NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1658",838,2015,NA,NA,NA,NA,NA,"20-0","O",NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1659",839,2015,NA,NA,NA,NA,NA,"20-0","O",NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1660",840,2015,NA,NA,NA,NA,NA,"20-0","O",NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1661",841,2015,NA,NA,NA,NA,NA,"20-0","O",NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1662",842,2015,NA,NA,NA,NA,NA,"20-0","O",NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1663",843,2015,NA,NA,NA,NA,NA,"20-0","O",NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1664",844,2015,NA,NA,NA,NA,NA,"20-0","O",NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1665",845,2015,8,13,"SW_APPLEDORE","SOUTH_SMITHS_COVE","CABO","0-20","I",1,20,"Invertebrate","Arthropods","Crustaceans",NA,"Jonah Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer borealis",NA
"1666",846,2015,8,13,"SW_APPLEDORE","SOUTH_SMITHS_COVE","CAIR","0-20","I",2,20,"Invertebrate","Arthropods","Crustaceans",NA,"Atlantic Rock Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer irroratus",NA
"1667",847,2015,8,13,"SW_APPLEDORE","SOUTH_SMITHS_COVE","HOAM","0-20","I",2,20,"Invertebrate","Arthropods","Crustaceans",NA,"American lobster","Animalia","Arthropoda","Malacostraca","Decapoda","Nephropidae","Homarus","Homarus americanus",NA
"1668",848,2015,8,13,"SW_APPLEDORE","SOUTH_SMITHS_COVE","ASRU","0-20","I",NA,20,"Invertebrate","Echinoderms","Sea Stars",NA,"Common Star","Animalia","Echinodermata","Asteroidea","Forcipulatida","Asteriidae","Asterias","Asterias rubens",NA
"1669",849,2015,8,13,"SW_APPLEDORE","SOUTH_SMITHS_COVE","ASFO","0-20","I",NA,20,"Invertebrate","Echinoderms","Sea Stars",NA,"Forbes Star",NA,NA,NA,NA,NA,NA,"Asterias forbesii",NA
"1670",850,2015,8,13,"SW_APPLEDORE","SOUTH_SMITHS_COVE","HESA","0-20","I",NA,20,"Invertebrate","Echinoderms","Sea Stars",NA,"Blood Star","Animalia","Echinodermata","Asteroidea","Spinulosida","Echinasteridae","Henricia","Henricia sanguinolenta",NA
"1671",851,2015,8,13,"SW_APPLEDORE","SOUTH_SMITHS_COVE","PHGU","0-20","I",NA,20,"Fish","Chordates","Fish",NA,"Rock gunnel",NA,NA,NA,NA,NA,NA,"Pholis gunnelus",NA
"1672",852,2015,8,13,"SW_APPLEDORE","SOUTH_SMITHS_COVE","MYSP","0-20","I",NA,20,"Fish","Chordates","Fish","<10cm","Sculpin",NA,NA,NA,NA,NA,NA,"Myoxocephalus ",NA
"1673",853,2015,8,13,"SW_APPLEDORE","SOUTH_SMITHS_COVE","CAMA","0-20","I",NA,20,"Invertebrate","Arthropods","Crustaceans",NA,"Green Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Carcinidae","Carcinus","Carcinus maenas",NA
"1674",854,2015,8,13,"SW_APPLEDORE","NORTH_SMITHS_COVE","CABO","0-20","I",4,20,"Invertebrate","Arthropods","Crustaceans",NA,"Jonah Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer borealis",NA
"1675",855,2015,8,13,"SW_APPLEDORE","NORTH_SMITHS_COVE","CAIR","0-20","I",NA,20,"Invertebrate","Arthropods","Crustaceans",NA,"Atlantic Rock Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer irroratus",NA
"1676",856,2015,8,13,"SW_APPLEDORE","NORTH_SMITHS_COVE","HOAM","0-20","I",2,20,"Invertebrate","Arthropods","Crustaceans",NA,"American lobster","Animalia","Arthropoda","Malacostraca","Decapoda","Nephropidae","Homarus","Homarus americanus",NA
"1677",857,2015,8,13,"SW_APPLEDORE","NORTH_SMITHS_COVE","ASRU","0-20","I",NA,20,"Invertebrate","Echinoderms","Sea Stars",NA,"Common Star","Animalia","Echinodermata","Asteroidea","Forcipulatida","Asteriidae","Asterias","Asterias rubens",NA
"1678",858,2015,8,13,"SW_APPLEDORE","NORTH_SMITHS_COVE","ASFO","0-20","I",NA,20,"Invertebrate","Echinoderms","Sea Stars",NA,"Forbes Star",NA,NA,NA,NA,NA,NA,"Asterias forbesii",NA
"1679",859,2015,8,13,"SW_APPLEDORE","NORTH_SMITHS_COVE","HESA","0-20","I",NA,20,"Invertebrate","Echinoderms","Sea Stars",NA,"Blood Star","Animalia","Echinodermata","Asteroidea","Spinulosida","Echinasteridae","Henricia","Henricia sanguinolenta",NA
"1680",860,2015,8,13,"SW_APPLEDORE","NORTH_SMITHS_COVE","CAMA JV","0-20","I",NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1681",861,2015,8,13,"SW_APPLEDORE","NORTH_SMITHS_COVE","CAMA","0-20","I",NA,20,"Invertebrate","Arthropods","Crustaceans",NA,"Green Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Carcinidae","Carcinus","Carcinus maenas",NA
"1682",862,2015,8,13,"SW_APPLEDORE","NORTH_SMITHS_COVE","PHGU","0-20","I",1,20,"Fish","Chordates","Fish",NA,"Rock gunnel",NA,NA,NA,NA,NA,NA,"Pholis gunnelus",NA
"1683",863,2015,8,13,"SW_APPLEDORE","NORTH_SMITHS_COVE","MYSP","0-20","I",1,20,"Fish","Chordates","Fish","<10cm","Sculpin",NA,NA,NA,NA,NA,NA,"Myoxocephalus ",NA
"1684",864,2015,8,12,"SW_APPLEDORE","SOUTH_PEPPERRELL","CABO","0-20","I",2,20,"Invertebrate","Arthropods","Crustaceans",NA,"Jonah Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer borealis",NA
"1685",865,2015,8,12,"SW_APPLEDORE","SOUTH_PEPPERRELL","CAIR","0-20","I",NA,20,"Invertebrate","Arthropods","Crustaceans",NA,"Atlantic Rock Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer irroratus",NA
"1686",866,2015,8,12,"SW_APPLEDORE","SOUTH_PEPPERRELL","HOAM","0-20","I",4,20,"Invertebrate","Arthropods","Crustaceans",NA,"American lobster","Animalia","Arthropoda","Malacostraca","Decapoda","Nephropidae","Homarus","Homarus americanus",NA
"1687",867,2015,8,12,"SW_APPLEDORE","SOUTH_PEPPERRELL","ASRU","0-20","I",NA,20,"Invertebrate","Echinoderms","Sea Stars",NA,"Common Star","Animalia","Echinodermata","Asteroidea","Forcipulatida","Asteriidae","Asterias","Asterias rubens",NA
"1688",868,2015,8,12,"SW_APPLEDORE","SOUTH_PEPPERRELL","ASFO","0-20","I",NA,20,"Invertebrate","Echinoderms","Sea Stars",NA,"Forbes Star",NA,NA,NA,NA,NA,NA,"Asterias forbesii",NA
"1689",869,2015,8,12,"SW_APPLEDORE","SOUTH_PEPPERRELL","HESA","0-20","I",2,20,"Invertebrate","Echinoderms","Sea Stars",NA,"Blood Star","Animalia","Echinodermata","Asteroidea","Spinulosida","Echinasteridae","Henricia","Henricia sanguinolenta",NA
"1690",870,2015,8,12,"SW_APPLEDORE","SOUTH_PEPPERRELL","PHGU","0-20","I",2,20,"Fish","Chordates","Fish",NA,"Rock gunnel",NA,NA,NA,NA,NA,NA,"Pholis gunnelus",NA
"1691",871,2015,8,12,"SW_APPLEDORE","SOUTH_PEPPERRELL","MYSP","0-20","I",NA,20,"Fish","Chordates","Fish","<10cm","Sculpin",NA,NA,NA,NA,NA,NA,"Myoxocephalus ",NA
"1692",872,2015,8,11,"SW_APPLEDORE","NORTH_PEPPERRELL","CABO","0-20","I",1,20,"Invertebrate","Arthropods","Crustaceans",NA,"Jonah Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer borealis",NA
"1693",873,2015,8,11,"SW_APPLEDORE","NORTH_PEPPERRELL","CAIR","0-20","I",1,20,"Invertebrate","Arthropods","Crustaceans",NA,"Atlantic Rock Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer irroratus",NA
"1694",874,2015,8,11,"SW_APPLEDORE","NORTH_PEPPERRELL","HOAM","0-20","I",3,20,"Invertebrate","Arthropods","Crustaceans",NA,"American lobster","Animalia","Arthropoda","Malacostraca","Decapoda","Nephropidae","Homarus","Homarus americanus",NA
"1695",875,2015,8,11,"SW_APPLEDORE","NORTH_PEPPERRELL","ASRU","0-20","I",NA,20,"Invertebrate","Echinoderms","Sea Stars",NA,"Common Star","Animalia","Echinodermata","Asteroidea","Forcipulatida","Asteriidae","Asterias","Asterias rubens",NA
"1696",876,2015,8,11,"SW_APPLEDORE","NORTH_PEPPERRELL","ASFO","0-20","I",NA,20,"Invertebrate","Echinoderms","Sea Stars",NA,"Forbes Star",NA,NA,NA,NA,NA,NA,"Asterias forbesii",NA
"1697",877,2015,8,11,"SW_APPLEDORE","NORTH_PEPPERRELL","HESA","0-20","I",4,20,"Invertebrate","Echinoderms","Sea Stars",NA,"Blood Star","Animalia","Echinodermata","Asteroidea","Spinulosida","Echinasteridae","Henricia","Henricia sanguinolenta",NA
"1698",878,2015,8,11,"SW_APPLEDORE","NORTH_PEPPERRELL","PHGU","0-20","I",3,20,"Fish","Chordates","Fish",NA,"Rock gunnel",NA,NA,NA,NA,NA,NA,"Pholis gunnelus",NA
"1699",879,2015,8,11,"SW_APPLEDORE","NORTH_PEPPERRELL","MYSP","0-20","I",1,20,"Fish","Chordates","Fish","<10cm","Sculpin",NA,NA,NA,NA,NA,NA,"Myoxocephalus ",NA
"1700",880,2015,8,13,"SW_APPLEDORE","SOUTH_SMITHS_COVE","CABO","20-40","I",6,20,"Invertebrate","Arthropods","Crustaceans",NA,"Jonah Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer borealis",NA
"1701",881,2015,8,13,"SW_APPLEDORE","SOUTH_SMITHS_COVE","CAIR","20-40","I",1,20,"Invertebrate","Arthropods","Crustaceans",NA,"Atlantic Rock Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer irroratus",NA
"1702",882,2015,8,13,"SW_APPLEDORE","SOUTH_SMITHS_COVE","HOAM","20-40","I",5,20,"Invertebrate","Arthropods","Crustaceans",NA,"American lobster","Animalia","Arthropoda","Malacostraca","Decapoda","Nephropidae","Homarus","Homarus americanus",NA
"1703",883,2015,8,13,"SW_APPLEDORE","SOUTH_SMITHS_COVE","ASRU","20-40","I",NA,20,"Invertebrate","Echinoderms","Sea Stars",NA,"Common Star","Animalia","Echinodermata","Asteroidea","Forcipulatida","Asteriidae","Asterias","Asterias rubens",NA
"1704",884,2015,8,13,"SW_APPLEDORE","SOUTH_SMITHS_COVE","ASFO","20-40","I",NA,20,"Invertebrate","Echinoderms","Sea Stars",NA,"Forbes Star",NA,NA,NA,NA,NA,NA,"Asterias forbesii",NA
"1705",885,2015,8,13,"SW_APPLEDORE","SOUTH_SMITHS_COVE","HESA","20-40","I",1,20,"Invertebrate","Echinoderms","Sea Stars",NA,"Blood Star","Animalia","Echinodermata","Asteroidea","Spinulosida","Echinasteridae","Henricia","Henricia sanguinolenta",NA
"1706",886,2015,8,13,"SW_APPLEDORE","SOUTH_SMITHS_COVE","PHGU","20-40","I",1,20,"Fish","Chordates","Fish",NA,"Rock gunnel",NA,NA,NA,NA,NA,NA,"Pholis gunnelus",NA
"1707",887,2015,8,13,"SW_APPLEDORE","SOUTH_SMITHS_COVE","MYSP","20-40","I",NA,20,"Fish","Chordates","Fish","<10cm","Sculpin",NA,NA,NA,NA,NA,NA,"Myoxocephalus ",NA
"1708",888,2015,8,13,"SW_APPLEDORE","SOUTH_SMITHS_COVE","CAMA","20-40","I",NA,20,"Invertebrate","Arthropods","Crustaceans",NA,"Green Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Carcinidae","Carcinus","Carcinus maenas",NA
"1709",889,2015,8,13,"SW_APPLEDORE","NORTH_SMITHS_COVE","CABO","20-40","I",5,20,"Invertebrate","Arthropods","Crustaceans",NA,"Jonah Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer borealis",NA
"1710",890,2015,8,13,"SW_APPLEDORE","NORTH_SMITHS_COVE","CAIR","20-40","I",NA,20,"Invertebrate","Arthropods","Crustaceans",NA,"Atlantic Rock Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer irroratus",NA
"1711",891,2015,8,13,"SW_APPLEDORE","NORTH_SMITHS_COVE","HOAM","20-40","I",1,20,"Invertebrate","Arthropods","Crustaceans",NA,"American lobster","Animalia","Arthropoda","Malacostraca","Decapoda","Nephropidae","Homarus","Homarus americanus",NA
"1712",892,2015,8,13,"SW_APPLEDORE","NORTH_SMITHS_COVE","ASRU","20-40","I",NA,20,"Invertebrate","Echinoderms","Sea Stars",NA,"Common Star","Animalia","Echinodermata","Asteroidea","Forcipulatida","Asteriidae","Asterias","Asterias rubens",NA
"1713",893,2015,8,13,"SW_APPLEDORE","NORTH_SMITHS_COVE","ASFO","20-40","I",NA,20,"Invertebrate","Echinoderms","Sea Stars",NA,"Forbes Star",NA,NA,NA,NA,NA,NA,"Asterias forbesii",NA
"1714",894,2015,8,13,"SW_APPLEDORE","NORTH_SMITHS_COVE","HESA","20-40","I",NA,20,"Invertebrate","Echinoderms","Sea Stars",NA,"Blood Star","Animalia","Echinodermata","Asteroidea","Spinulosida","Echinasteridae","Henricia","Henricia sanguinolenta",NA
"1715",895,2015,8,13,"SW_APPLEDORE","NORTH_SMITHS_COVE","CAMA JV","20-40","I",2,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1716",896,2015,8,13,"SW_APPLEDORE","NORTH_SMITHS_COVE","CAMA","20-40","I",NA,20,"Invertebrate","Arthropods","Crustaceans",NA,"Green Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Carcinidae","Carcinus","Carcinus maenas",NA
"1717",897,2015,8,13,"SW_APPLEDORE","NORTH_SMITHS_COVE","PHGU","20-40","I",1,20,"Fish","Chordates","Fish",NA,"Rock gunnel",NA,NA,NA,NA,NA,NA,"Pholis gunnelus",NA
"1718",898,2015,8,13,"SW_APPLEDORE","NORTH_SMITHS_COVE","MYSP","20-40","I",3,20,"Fish","Chordates","Fish","<10cm","Sculpin",NA,NA,NA,NA,NA,NA,"Myoxocephalus ",NA
"1719",899,2015,8,12,"SW_APPLEDORE","SOUTH_PEPPERRELL","CABO","20-40","I",NA,20,"Invertebrate","Arthropods","Crustaceans",NA,"Jonah Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer borealis",NA
"1720",900,2015,8,12,"SW_APPLEDORE","SOUTH_PEPPERRELL","CAIR","20-40","I",6,20,"Invertebrate","Arthropods","Crustaceans",NA,"Atlantic Rock Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer irroratus",NA
"1721",901,2015,8,12,"SW_APPLEDORE","SOUTH_PEPPERRELL","HOAM","20-40","I",2,20,"Invertebrate","Arthropods","Crustaceans",NA,"American lobster","Animalia","Arthropoda","Malacostraca","Decapoda","Nephropidae","Homarus","Homarus americanus",NA
"1722",902,2015,8,12,"SW_APPLEDORE","SOUTH_PEPPERRELL","ASRU","20-40","I",1,20,"Invertebrate","Echinoderms","Sea Stars",NA,"Common Star","Animalia","Echinodermata","Asteroidea","Forcipulatida","Asteriidae","Asterias","Asterias rubens",NA
"1723",903,2015,8,12,"SW_APPLEDORE","SOUTH_PEPPERRELL","ASFO","20-40","I",NA,20,"Invertebrate","Echinoderms","Sea Stars",NA,"Forbes Star",NA,NA,NA,NA,NA,NA,"Asterias forbesii",NA
"1724",904,2015,8,12,"SW_APPLEDORE","SOUTH_PEPPERRELL","HESA","20-40","I",NA,20,"Invertebrate","Echinoderms","Sea Stars",NA,"Blood Star","Animalia","Echinodermata","Asteroidea","Spinulosida","Echinasteridae","Henricia","Henricia sanguinolenta",NA
"1725",905,2015,8,12,"SW_APPLEDORE","SOUTH_PEPPERRELL","PHGU","20-40","I",7,20,"Fish","Chordates","Fish",NA,"Rock gunnel",NA,NA,NA,NA,NA,NA,"Pholis gunnelus",NA
"1726",906,2015,8,12,"SW_APPLEDORE","SOUTH_PEPPERRELL","MYSP","20-40","I",2,20,"Fish","Chordates","Fish","<10cm","Sculpin",NA,NA,NA,NA,NA,NA,"Myoxocephalus ",NA
"1727",907,2015,8,11,"SW_APPLEDORE","NORTH_PEPPERRELL","CABO","20-40","I",3,20,"Invertebrate","Arthropods","Crustaceans",NA,"Jonah Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer borealis",NA
"1728",908,2015,8,11,"SW_APPLEDORE","NORTH_PEPPERRELL","CAIR","20-40","I",NA,20,"Invertebrate","Arthropods","Crustaceans",NA,"Atlantic Rock Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer irroratus",NA
"1729",909,2015,8,11,"SW_APPLEDORE","NORTH_PEPPERRELL","HOAM","20-40","I",4,20,"Invertebrate","Arthropods","Crustaceans",NA,"American lobster","Animalia","Arthropoda","Malacostraca","Decapoda","Nephropidae","Homarus","Homarus americanus",NA
"1730",910,2015,8,11,"SW_APPLEDORE","NORTH_PEPPERRELL","ASRU","20-40","I",NA,20,"Invertebrate","Echinoderms","Sea Stars",NA,"Common Star","Animalia","Echinodermata","Asteroidea","Forcipulatida","Asteriidae","Asterias","Asterias rubens",NA
"1731",911,2015,8,11,"SW_APPLEDORE","NORTH_PEPPERRELL","ASFO","20-40","I",NA,20,"Invertebrate","Echinoderms","Sea Stars",NA,"Forbes Star",NA,NA,NA,NA,NA,NA,"Asterias forbesii",NA
"1732",912,2015,8,11,"SW_APPLEDORE","NORTH_PEPPERRELL","HESA","20-40","I",2,20,"Invertebrate","Echinoderms","Sea Stars",NA,"Blood Star","Animalia","Echinodermata","Asteroidea","Spinulosida","Echinasteridae","Henricia","Henricia sanguinolenta",NA
"1733",913,2015,8,11,"SW_APPLEDORE","NORTH_PEPPERRELL","PHGU","20-40","I",5,20,"Fish","Chordates","Fish",NA,"Rock gunnel",NA,NA,NA,NA,NA,NA,"Pholis gunnelus",NA
"1734",914,2015,8,11,"SW_APPLEDORE","NORTH_PEPPERRELL","MYSP","20-40","I",NA,20,"Fish","Chordates","Fish","<10cm","Sculpin",NA,NA,NA,NA,NA,NA,"Myoxocephalus ",NA
"1735",915,2015,8,13,"SW_APPLEDORE","SOUTH_SMITHS_COVE","CABO","40-20","O",2,20,"Invertebrate","Arthropods","Crustaceans",NA,"Jonah Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer borealis",NA
"1736",916,2015,8,13,"SW_APPLEDORE","SOUTH_SMITHS_COVE","CAIR","40-20","O",2,20,"Invertebrate","Arthropods","Crustaceans",NA,"Atlantic Rock Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer irroratus",NA
"1737",917,2015,8,13,"SW_APPLEDORE","SOUTH_SMITHS_COVE","HOAM","40-20","O",4,20,"Invertebrate","Arthropods","Crustaceans",NA,"American lobster","Animalia","Arthropoda","Malacostraca","Decapoda","Nephropidae","Homarus","Homarus americanus",NA
"1738",918,2015,8,13,"SW_APPLEDORE","SOUTH_SMITHS_COVE","ASRU","40-20","O",NA,20,"Invertebrate","Echinoderms","Sea Stars",NA,"Common Star","Animalia","Echinodermata","Asteroidea","Forcipulatida","Asteriidae","Asterias","Asterias rubens",NA
"1739",919,2015,8,13,"SW_APPLEDORE","SOUTH_SMITHS_COVE","ASFO","40-20","O",NA,20,"Invertebrate","Echinoderms","Sea Stars",NA,"Forbes Star",NA,NA,NA,NA,NA,NA,"Asterias forbesii",NA
"1740",920,2015,8,13,"SW_APPLEDORE","SOUTH_SMITHS_COVE","HESA","40-20","O",NA,20,"Invertebrate","Echinoderms","Sea Stars",NA,"Blood Star","Animalia","Echinodermata","Asteroidea","Spinulosida","Echinasteridae","Henricia","Henricia sanguinolenta",NA
"1741",921,2015,8,13,"SW_APPLEDORE","SOUTH_SMITHS_COVE","PHGU","40-20","O",2,20,"Fish","Chordates","Fish",NA,"Rock gunnel",NA,NA,NA,NA,NA,NA,"Pholis gunnelus",NA
"1742",922,2015,8,13,"SW_APPLEDORE","SOUTH_SMITHS_COVE","MYSP","40-20","O",NA,20,"Fish","Chordates","Fish","<10cm","Sculpin",NA,NA,NA,NA,NA,NA,"Myoxocephalus ",NA
"1743",923,2015,8,13,"SW_APPLEDORE","SOUTH_SMITHS_COVE","CAMA","40-20","O",NA,20,"Invertebrate","Arthropods","Crustaceans",NA,"Green Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Carcinidae","Carcinus","Carcinus maenas",NA
"1744",924,2015,8,13,"SW_APPLEDORE","NORTH_SMITHS_COVE","CABO","40-20","O",NA,20,"Invertebrate","Arthropods","Crustaceans",NA,"Jonah Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer borealis",NA
"1745",925,2015,8,13,"SW_APPLEDORE","NORTH_SMITHS_COVE","CAIR","40-20","O",NA,20,"Invertebrate","Arthropods","Crustaceans",NA,"Atlantic Rock Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer irroratus",NA
"1746",926,2015,8,13,"SW_APPLEDORE","NORTH_SMITHS_COVE","HOAM","40-20","O",1,20,"Invertebrate","Arthropods","Crustaceans",NA,"American lobster","Animalia","Arthropoda","Malacostraca","Decapoda","Nephropidae","Homarus","Homarus americanus",NA
"1747",927,2015,8,13,"SW_APPLEDORE","NORTH_SMITHS_COVE","ASRU","40-20","O",NA,20,"Invertebrate","Echinoderms","Sea Stars",NA,"Common Star","Animalia","Echinodermata","Asteroidea","Forcipulatida","Asteriidae","Asterias","Asterias rubens",NA
"1748",928,2015,8,13,"SW_APPLEDORE","NORTH_SMITHS_COVE","ASFO","40-20","O",NA,20,"Invertebrate","Echinoderms","Sea Stars",NA,"Forbes Star",NA,NA,NA,NA,NA,NA,"Asterias forbesii",NA
"1749",929,2015,8,13,"SW_APPLEDORE","NORTH_SMITHS_COVE","HESA","40-20","O",NA,20,"Invertebrate","Echinoderms","Sea Stars",NA,"Blood Star","Animalia","Echinodermata","Asteroidea","Spinulosida","Echinasteridae","Henricia","Henricia sanguinolenta",NA
"1750",930,2015,8,13,"SW_APPLEDORE","NORTH_SMITHS_COVE","CAMA JV","40-20","O",1,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1751",931,2015,8,13,"SW_APPLEDORE","NORTH_SMITHS_COVE","CAMA","40-20","O",NA,20,"Invertebrate","Arthropods","Crustaceans",NA,"Green Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Carcinidae","Carcinus","Carcinus maenas",NA
"1752",932,2015,8,13,"SW_APPLEDORE","NORTH_SMITHS_COVE","PHGU","40-20","O",11,20,"Fish","Chordates","Fish",NA,"Rock gunnel",NA,NA,NA,NA,NA,NA,"Pholis gunnelus",NA
"1753",933,2015,8,13,"SW_APPLEDORE","NORTH_SMITHS_COVE","MYSP","40-20","O",1,20,"Fish","Chordates","Fish","<10cm","Sculpin",NA,NA,NA,NA,NA,NA,"Myoxocephalus ",NA
"1754",934,2015,8,12,"SW_APPLEDORE","SOUTH_PEPPERRELL","CABO","40-20","O",3,20,"Invertebrate","Arthropods","Crustaceans",NA,"Jonah Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer borealis",NA
"1755",935,2015,8,12,"SW_APPLEDORE","SOUTH_PEPPERRELL","CAIR","40-20","O",NA,20,"Invertebrate","Arthropods","Crustaceans",NA,"Atlantic Rock Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer irroratus",NA
"1756",936,2015,8,12,"SW_APPLEDORE","SOUTH_PEPPERRELL","HOAM","40-20","O",2,20,"Invertebrate","Arthropods","Crustaceans",NA,"American lobster","Animalia","Arthropoda","Malacostraca","Decapoda","Nephropidae","Homarus","Homarus americanus",NA
"1757",937,2015,8,12,"SW_APPLEDORE","SOUTH_PEPPERRELL","ASRU","40-20","O",NA,20,"Invertebrate","Echinoderms","Sea Stars",NA,"Common Star","Animalia","Echinodermata","Asteroidea","Forcipulatida","Asteriidae","Asterias","Asterias rubens",NA
"1758",938,2015,8,12,"SW_APPLEDORE","SOUTH_PEPPERRELL","ASFO","40-20","O",1,20,"Invertebrate","Echinoderms","Sea Stars",NA,"Forbes Star",NA,NA,NA,NA,NA,NA,"Asterias forbesii",NA
"1759",939,2015,8,12,"SW_APPLEDORE","SOUTH_PEPPERRELL","HESA","40-20","O",NA,20,"Invertebrate","Echinoderms","Sea Stars",NA,"Blood Star","Animalia","Echinodermata","Asteroidea","Spinulosida","Echinasteridae","Henricia","Henricia sanguinolenta",NA
"1760",940,2015,8,12,"SW_APPLEDORE","SOUTH_PEPPERRELL","PHGU","40-20","O",1,20,"Fish","Chordates","Fish",NA,"Rock gunnel",NA,NA,NA,NA,NA,NA,"Pholis gunnelus",NA
"1761",941,2015,8,12,"SW_APPLEDORE","SOUTH_PEPPERRELL","MYSP","40-20","O",NA,20,"Fish","Chordates","Fish","<10cm","Sculpin",NA,NA,NA,NA,NA,NA,"Myoxocephalus ",NA
"1762",942,2015,8,11,"SW_APPLEDORE","NORTH_PEPPERRELL","CABO","40-20","O",NA,20,"Invertebrate","Arthropods","Crustaceans",NA,"Jonah Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer borealis",NA
"1763",943,2015,8,11,"SW_APPLEDORE","NORTH_PEPPERRELL","CAIR","40-20","O",NA,20,"Invertebrate","Arthropods","Crustaceans",NA,"Atlantic Rock Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer irroratus",NA
"1764",944,2015,8,11,"SW_APPLEDORE","NORTH_PEPPERRELL","HOAM","40-20","O",6,20,"Invertebrate","Arthropods","Crustaceans",NA,"American lobster","Animalia","Arthropoda","Malacostraca","Decapoda","Nephropidae","Homarus","Homarus americanus",NA
"1765",945,2015,8,11,"SW_APPLEDORE","NORTH_PEPPERRELL","ASRU","40-20","O",NA,20,"Invertebrate","Echinoderms","Sea Stars",NA,"Common Star","Animalia","Echinodermata","Asteroidea","Forcipulatida","Asteriidae","Asterias","Asterias rubens",NA
