"","X","YEAR","MONTH","DAY","SITE","TRANSECT","SP_CODE","QUAD","SIDE","COUNT","AREA","GROUP","DIVISION.FAMILY","COMMON.DIVISION.NAME","SIZE","COMMON.NAME","KINGDOM","PHYLUM","CLASS","ORDER","FAMILY","GENUS","SPECIES","NOTES"
"963",249,2015,7,15,"CALF_ISLAND","1","HOAM",24,"I",1,1,"Invertebrate","Arthropods","Crustaceans",NA,"American lobster","Animalia","Arthropoda","Malacostraca","Decapoda","Nephropidae","Homarus","Homarus americanus",NA
"964",250,2015,7,15,"CALF_ISLAND","1","ASFOS",24,"I",4,1,"Invertebrate","Echinoderms","Sea Stars","juvenile","Forbes Star",NA,NA,NA,NA,NA,NA,"Asterias forbesii",NA
"965",251,2015,7,15,"CALF_ISLAND","1","PHGU",24,"I",1,1,"Fish","Chordates","Fish",NA,"Rock gunnel",NA,NA,NA,NA,NA,NA,"Pholis gunnelus",NA
"966",252,2015,7,15,"CALF_ISLAND","1","LADI",24,"I",1,1,"Algae","Phaeophyta","Brown Algae",NA,"Fingered Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Laminaria","Laminaria digitata",NA
"967",253,2015,7,15,"CALF_ISLAND","1","HESAS",24,"I",3,1,"Invertebrate","Echinoderms","Sea Stars","juvenile","Blood Star","Animalia","Echinodermata","Asteroidea","Spinulosida","Echinasteridae","Henricia","Henricia sanguinolenta",NA
"968",254,2015,7,14,"CALF_ISLAND","3","SL",24,"I",4,1,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima",NA
"969",255,2015,7,14,"CALF_ISLAND","3","SLJ",24,"I",1,1,"Algae","Phaeophyta","Brown Algae","juvenile <10cm",NA,"Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima",NA
"970",256,2015,7,14,"CALF_ISLAND","3","DEAC",24,"I",1,1,"Algae","Phaeophyta","Brown Algae",NA,"Sour or Stink Weed",NA,NA,NA,NA,NA,NA,"Desmerestia aculeata",NA
"971",257,2015,7,14,"CALF_ISLAND","3","LADI",24,"I",4,1,"Algae","Phaeophyta","Brown Algae",NA,"Fingered Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Laminaria","Laminaria digitata",NA
"972",258,2015,7,14,"CALF_ISLAND","4","SL",24,"I",3,1,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima",NA
"973",259,2015,7,14,"CALF_ISLAND","4","SLJ",24,"I",1,1,"Algae","Phaeophyta","Brown Algae","juvenile <10cm",NA,"Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima",NA
"974",260,2015,7,14,"CALF_ISLAND","4","DEVI",24,"I",1,1,"Algae","Phaeophyta","Brown Algae",NA,"Sour or Stink Weed",NA,NA,NA,NA,NA,NA,"Desmerestia viridis",NA
"975",261,2015,7,14,"CALF_ISLAND","4","DEAC",24,"I",2,1,"Algae","Phaeophyta","Brown Algae",NA,"Sour or Stink Weed",NA,NA,NA,NA,NA,NA,"Desmerestia aculeata",NA
"976",262,2015,7,14,"CALF_ISLAND","4","LADI",24,"I",1,1,"Algae","Phaeophyta","Brown Algae",NA,"Fingered Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Laminaria","Laminaria digitata",NA
"977",263,2015,7,15,"CALF_ISLAND","2","SL",24,"I",2,1,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima",NA
"978",264,2015,7,15,"CALF_ISLAND","2","SLJ",24,"I",12,1,"Algae","Phaeophyta","Brown Algae","juvenile <10cm",NA,"Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima",NA
"979",265,2015,7,15,"CALF_ISLAND","2","BLD",24,"I",64,1,"Algae","Phaeophyta","Brown Algae"," juvenile <3cm kelps",NA,NA,NA,NA,NA,NA,NA,"UNID Juv Laminariales",NA
"980",266,2015,7,15,"CALF_ISLAND","2","DEVI",24,"I",150,1,"Algae","Phaeophyta","Brown Algae",NA,"Sour or Stink Weed",NA,NA,NA,NA,NA,NA,"Desmerestia viridis",NA
"981",267,2015,7,15,"CALF_ISLAND","1","SL",32,"O",4,1,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima","ALL META DATA FROM UPC SHEETS"
"982",268,2015,7,15,"CALF_ISLAND","1","BLD",32,"O",16,1,"Algae","Phaeophyta","Brown Algae"," juvenile <3cm kelps",NA,NA,NA,NA,NA,NA,NA,"UNID Juv Laminariales",NA
"983",269,2015,7,15,"CALF_ISLAND","1","DEVI",32,"O",2,1,"Algae","Phaeophyta","Brown Algae",NA,"Sour or Stink Weed",NA,NA,NA,NA,NA,NA,"Desmerestia viridis",NA
"984",270,2015,7,15,"CALF_ISLAND","1","HOAM",32,"O",1,1,"Invertebrate","Arthropods","Crustaceans",NA,"American lobster","Animalia","Arthropoda","Malacostraca","Decapoda","Nephropidae","Homarus","Homarus americanus",NA
"985",271,2015,7,15,"CALF_ISLAND","1","MYSP",32,"O",1,1,"Fish","Chordates","Fish","<10cm","Sculpin",NA,NA,NA,NA,NA,NA,"Myoxocephalus ",NA
"986",272,2015,7,14,"CALF_ISLAND","3","SL",32,"O",16,1,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima",NA
"987",273,2015,7,14,"CALF_ISLAND","3","SLJ",32,"O",3,1,"Algae","Phaeophyta","Brown Algae","juvenile <10cm",NA,"Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima",NA
"988",274,2015,7,14,"CALF_ISLAND","3","BLD",32,"O",2,1,"Algae","Phaeophyta","Brown Algae"," juvenile <3cm kelps",NA,NA,NA,NA,NA,NA,NA,"UNID Juv Laminariales",NA
"989",275,2015,7,14,"CALF_ISLAND","3","DEAC",32,"O",1,1,"Algae","Phaeophyta","Brown Algae",NA,"Sour or Stink Weed",NA,NA,NA,NA,NA,NA,"Desmerestia aculeata",NA
"990",276,2015,7,14,"CALF_ISLAND","3","LADI",32,"O",2,1,"Algae","Phaeophyta","Brown Algae",NA,"Fingered Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Laminaria","Laminaria digitata",NA
"991",277,2015,7,14,"CALF_ISLAND","4","SL",32,"O",9,1,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima",NA
"992",278,2015,7,14,"CALF_ISLAND","4","SLJ",32,"O",9,1,"Algae","Phaeophyta","Brown Algae","juvenile <10cm",NA,"Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima",NA
"993",279,2015,7,14,"CALF_ISLAND","4","DEVI",32,"O",1,1,"Algae","Phaeophyta","Brown Algae",NA,"Sour or Stink Weed",NA,NA,NA,NA,NA,NA,"Desmerestia viridis",NA
"994",280,2015,7,14,"CALF_ISLAND","4","DEAC",32,"O",2,1,"Algae","Phaeophyta","Brown Algae",NA,"Sour or Stink Weed",NA,NA,NA,NA,NA,NA,"Desmerestia aculeata",NA
"995",281,2015,7,15,"CALF_ISLAND","2","SL",32,"O",3,1,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima",NA
"996",282,2015,7,15,"CALF_ISLAND","2","SLJ",32,"O",6,1,"Algae","Phaeophyta","Brown Algae","juvenile <10cm",NA,"Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima",NA
"997",283,2015,7,15,"CALF_ISLAND","2","BLD",32,"O",32,1,"Algae","Phaeophyta","Brown Algae"," juvenile <3cm kelps",NA,NA,NA,NA,NA,NA,NA,"UNID Juv Laminariales",NA
"998",284,2015,7,15,"CALF_ISLAND","2","DEVI",32,"O",12,1,"Algae","Phaeophyta","Brown Algae",NA,"Sour or Stink Weed",NA,NA,NA,NA,NA,NA,"Desmerestia viridis",NA
"999",285,2015,7,15,"CALF_ISLAND","2","HESAS",32,"O",1,1,"Invertebrate","Echinoderms","Sea Stars","juvenile","Blood Star","Animalia","Echinodermata","Asteroidea","Spinulosida","Echinasteridae","Henricia","Henricia sanguinolenta",NA
"1000",286,2015,7,15,"CALF_ISLAND","1","SL",40,"I",5,1,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima","ALL META DATA FROM UPC SHEETS"
"1001",287,2015,7,15,"CALF_ISLAND","1","SLJ",40,"I",12,1,"Algae","Phaeophyta","Brown Algae","juvenile <10cm",NA,"Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima",NA
"1002",288,2015,7,15,"CALF_ISLAND","1","BLD",40,"I",6,1,"Algae","Phaeophyta","Brown Algae"," juvenile <3cm kelps",NA,NA,NA,NA,NA,NA,NA,"UNID Juv Laminariales",NA
"1003",289,2015,7,15,"CALF_ISLAND","1","DEVI",40,"I",2,1,"Algae","Phaeophyta","Brown Algae",NA,"Sour or Stink Weed",NA,NA,NA,NA,NA,NA,"Desmerestia viridis",NA
"1004",290,2015,7,15,"CALF_ISLAND","1","LADI",40,"I",2,1,"Algae","Phaeophyta","Brown Algae",NA,"Fingered Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Laminaria","Laminaria digitata",NA
"1005",291,2015,7,15,"CALF_ISLAND","1","HESAS",40,"I",3,1,"Invertebrate","Echinoderms","Sea Stars","juvenile","Blood Star","Animalia","Echinodermata","Asteroidea","Spinulosida","Echinasteridae","Henricia","Henricia sanguinolenta",NA
"1006",292,2015,7,14,"CALF_ISLAND","3","SL",40,"I",5,1,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima",NA
"1007",293,2015,7,14,"CALF_ISLAND","3","SLJ",40,"I",4,1,"Algae","Phaeophyta","Brown Algae","juvenile <10cm",NA,"Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima",NA
"1008",294,2015,7,14,"CALF_ISLAND","3","DEAC",40,"I",5,1,"Algae","Phaeophyta","Brown Algae",NA,"Sour or Stink Weed",NA,NA,NA,NA,NA,NA,"Desmerestia aculeata",NA
"1009",295,2015,7,14,"CALF_ISLAND","3","LADI",40,"I",2,1,"Algae","Phaeophyta","Brown Algae",NA,"Fingered Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Laminaria","Laminaria digitata",NA
"1010",296,2015,7,14,"CALF_ISLAND","4","SL",40,"I",7,1,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima",NA
"1011",297,2015,7,14,"CALF_ISLAND","4","SLJ",40,"I",4,1,"Algae","Phaeophyta","Brown Algae","juvenile <10cm",NA,"Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima",NA
"1012",298,2015,7,14,"CALF_ISLAND","4","DEAC",40,"I",7,1,"Algae","Phaeophyta","Brown Algae",NA,"Sour or Stink Weed",NA,NA,NA,NA,NA,NA,"Desmerestia aculeata",NA
"1013",299,2015,7,14,"CALF_ISLAND","4","LADI",40,"I",1,1,"Algae","Phaeophyta","Brown Algae",NA,"Fingered Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Laminaria","Laminaria digitata",NA
"1014",300,2015,7,15,"CALF_ISLAND","2","SL",40,"I",3,1,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima",NA
"1015",301,2015,7,15,"CALF_ISLAND","2","SLJ",40,"I",8,1,"Algae","Phaeophyta","Brown Algae","juvenile <10cm",NA,"Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima",NA
"1016",302,2015,7,15,"CALF_ISLAND","2","BLD",40,"I",28,1,"Algae","Phaeophyta","Brown Algae"," juvenile <3cm kelps",NA,NA,NA,NA,NA,NA,NA,"UNID Juv Laminariales",NA
"1017",303,2015,7,15,"CALF_ISLAND","2","DEVI",40,"I",65,1,"Algae","Phaeophyta","Brown Algae",NA,"Sour or Stink Weed",NA,NA,NA,NA,NA,NA,"Desmerestia viridis",NA
"1018",304,2015,7,15,"CALF_ISLAND","2","PHGU",40,"I",1,1,"Fish","Chordates","Fish",NA,"Rock gunnel",NA,NA,NA,NA,NA,NA,"Pholis gunnelus",NA
"1019",305,2015,7,15,"CALF_ISLAND","2","MYSP",40,"I",1,1,"Fish","Chordates","Fish","<10cm","Sculpin",NA,NA,NA,NA,NA,NA,"Myoxocephalus ",NA
"1020",306,2015,7,15,"LITTLE_BREWSTER","1","SL",0,"O",5,1,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima",NA
"1021",307,2015,7,15,"LITTLE_BREWSTER","1","SLJ",0,"O",3,1,"Algae","Phaeophyta","Brown Algae","juvenile <10cm",NA,"Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima",NA
"1022",308,2015,7,15,"LITTLE_BREWSTER","1","DEAC",0,"O",1,1,"Algae","Phaeophyta","Brown Algae",NA,"Sour or Stink Weed",NA,NA,NA,NA,NA,NA,"Desmerestia aculeata",NA
"1023",309,2015,7,17,"LITTLE_BREWSTER","2","SL",0,"O",9,1,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima",NA
"1024",310,2015,7,17,"LITTLE_BREWSTER","2","MYSP",0,"O",1,1,"Fish","Chordates","Fish","<10cm","Sculpin",NA,NA,NA,NA,NA,NA,"Myoxocephalus ",NA
"1025",311,2015,7,17,"LITTLE_BREWSTER","2","FUSP",0,"O",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1026",312,2015,7,17,"LITTLE_BREWSTER","2","BOEC",0,"O",1,1,"Invertebrate","Chordates","Tunicates",NA,"stalked tunicate","Animalia","Chordata","Ascidiacea","Stolidobranchia","Pyuridae","Boltenia","Boltenia echinata",NA
"1027",313,2015,7,17,"LITTLE_BREWSTER","3","SL",0,"O",16,1,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima",NA
"1028",314,2015,7,17,"LITTLE_BREWSTER","3","SLJ",0,"O",18,1,"Algae","Phaeophyta","Brown Algae","juvenile <10cm",NA,"Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima",NA
"1029",315,2015,7,17,"LITTLE_BREWSTER","3","DEAC",0,"O",11,1,"Algae","Phaeophyta","Brown Algae",NA,"Sour or Stink Weed",NA,NA,NA,NA,NA,NA,"Desmerestia aculeata",NA
"1030",316,2015,7,17,"LITTLE_BREWSTER","3","ASFOS",0,"O",2,1,"Invertebrate","Echinoderms","Sea Stars","juvenile","Forbes Star",NA,NA,NA,NA,NA,NA,"Asterias forbesii",NA
"1031",317,2015,7,15,"LITTLE_BREWSTER","4","SL",0,"O",7,1,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima",NA
"1032",318,2015,7,15,"LITTLE_BREWSTER","4","SLJ",0,"O",2,1,"Algae","Phaeophyta","Brown Algae","juvenile <10cm",NA,"Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima",NA
"1033",319,2015,7,15,"LITTLE_BREWSTER","4","DEAC",0,"O",1,1,"Algae","Phaeophyta","Brown Algae",NA,"Sour or Stink Weed",NA,NA,NA,NA,NA,NA,"Desmerestia aculeata",NA
"1034",320,2015,7,15,"LITTLE_BREWSTER","4","ASRUS",0,"O",4,1,"Invertebrate","Echinoderms","Sea Stars","juvenile","Common Star","Animalia","Echinodermata","Asteroidea","Forcipulatida","Asteriidae","Asterias","Asterias rubens",NA
"1035",321,2015,7,15,"LITTLE_BREWSTER","4","MYSP",0,"O",1,1,"Fish","Chordates","Fish","<10cm","Sculpin",NA,NA,NA,NA,NA,NA,"Myoxocephalus ",NA
"1036",322,2015,7,15,"LITTLE_BREWSTER","4","LADI",0,"O",1,1,"Algae","Phaeophyta","Brown Algae",NA,"Fingered Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Laminaria","Laminaria digitata",NA
"1037",323,2015,7,15,"LITTLE_BREWSTER","1","SL",8,"I",10,1,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima",NA
"1038",324,2015,7,15,"LITTLE_BREWSTER","1","SLJ",8,"I",4,1,"Algae","Phaeophyta","Brown Algae","juvenile <10cm",NA,"Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima",NA
"1039",325,2015,7,15,"LITTLE_BREWSTER","1","DEAC",8,"I",1,1,"Algae","Phaeophyta","Brown Algae",NA,"Sour or Stink Weed",NA,NA,NA,NA,NA,NA,"Desmerestia aculeata",NA
"1040",326,2015,7,15,"LITTLE_BREWSTER","1","FUSP",8,"I",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1041",327,2015,7,15,"LITTLE_BREWSTER","1","COPE",8,"I",2,1,"Algae","Phaeophyta","Brown Algae",NA,"Sea Potato","Chromista","Ochrophyta","Phaeophyceae","Scytosiphonales","Scytosiphonaceae","Colpomenia","Colpomenia peregrina",NA
"1042",328,2015,7,17,"LITTLE_BREWSTER","2","SL",8,"I",5,1,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima",NA
"1043",329,2015,7,17,"LITTLE_BREWSTER","2","SLJ",8,"I",1,1,"Algae","Phaeophyta","Brown Algae","juvenile <10cm",NA,"Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima",NA
"1044",330,2015,7,17,"LITTLE_BREWSTER","2","ASRUS",8,"I",1,1,"Invertebrate","Echinoderms","Sea Stars","juvenile","Common Star","Animalia","Echinodermata","Asteroidea","Forcipulatida","Asteriidae","Asterias","Asterias rubens",NA
"1045",331,2015,7,17,"LITTLE_BREWSTER","2","BOEC",8,"I",2,1,"Invertebrate","Chordates","Tunicates",NA,"stalked tunicate","Animalia","Chordata","Ascidiacea","Stolidobranchia","Pyuridae","Boltenia","Boltenia echinata",NA
"1046",332,2015,7,17,"LITTLE_BREWSTER","3","SL",8,"I",16,1,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima",NA
"1047",333,2015,7,17,"LITTLE_BREWSTER","3","SLJ",8,"I",5,1,"Algae","Phaeophyta","Brown Algae","juvenile <10cm",NA,"Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima",NA
"1048",334,2015,7,17,"LITTLE_BREWSTER","3","DEAC",8,"I",5,1,"Algae","Phaeophyta","Brown Algae",NA,"Sour or Stink Weed",NA,NA,NA,NA,NA,NA,"Desmerestia aculeata",NA
"1049",335,2015,7,15,"LITTLE_BREWSTER","4","SL",8,"I",2,1,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima",NA
"1050",336,2015,7,15,"LITTLE_BREWSTER","4","SLJ",8,"I",2,1,"Algae","Phaeophyta","Brown Algae","juvenile <10cm",NA,"Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima",NA
"1051",337,2015,7,15,"LITTLE_BREWSTER","4","DEVI",8,"I",2,1,"Algae","Phaeophyta","Brown Algae",NA,"Sour or Stink Weed",NA,NA,NA,NA,NA,NA,"Desmerestia viridis",NA
"1052",338,2015,7,15,"LITTLE_BREWSTER","4","DEAC",8,"I",3,1,"Algae","Phaeophyta","Brown Algae",NA,"Sour or Stink Weed",NA,NA,NA,NA,NA,NA,"Desmerestia aculeata",NA
"1053",339,2015,7,15,"LITTLE_BREWSTER","4","ASRUS",8,"I",4,1,"Invertebrate","Echinoderms","Sea Stars","juvenile","Common Star","Animalia","Echinodermata","Asteroidea","Forcipulatida","Asteriidae","Asterias","Asterias rubens",NA
"1054",340,2015,7,15,"LITTLE_BREWSTER","4","MYSP",8,"I",1,1,"Fish","Chordates","Fish","<10cm","Sculpin",NA,NA,NA,NA,NA,NA,"Myoxocephalus ",NA
"1055",341,2015,7,15,"LITTLE_BREWSTER","1","SL",16,"O",5,1,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima",NA
"1056",342,2015,7,15,"LITTLE_BREWSTER","1","SLJ",16,"O",2,1,"Algae","Phaeophyta","Brown Algae","juvenile <10cm",NA,"Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima",NA
"1057",343,2015,7,15,"LITTLE_BREWSTER","1","DEVI",16,"O",1,1,"Algae","Phaeophyta","Brown Algae",NA,"Sour or Stink Weed",NA,NA,NA,NA,NA,NA,"Desmerestia viridis",NA
"1058",344,2015,7,15,"LITTLE_BREWSTER","1","DEAC",16,"O",3,1,"Algae","Phaeophyta","Brown Algae",NA,"Sour or Stink Weed",NA,NA,NA,NA,NA,NA,"Desmerestia aculeata",NA
"1059",345,2015,7,15,"LITTLE_BREWSTER","1","FUSP",16,"O",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1060",346,2015,7,17,"LITTLE_BREWSTER","2","SL",16,"O",6,1,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima",NA
"1061",347,2015,7,17,"LITTLE_BREWSTER","2","SLJ",16,"O",5,1,"Algae","Phaeophyta","Brown Algae","juvenile <10cm",NA,"Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima",NA
"1062",348,2015,7,17,"LITTLE_BREWSTER","2","HOAM",16,"O",1,1,"Invertebrate","Arthropods","Crustaceans",NA,"American lobster","Animalia","Arthropoda","Malacostraca","Decapoda","Nephropidae","Homarus","Homarus americanus",NA
"1063",349,2015,7,17,"LITTLE_BREWSTER","2","HOAS",16,"O",1,1,"Invertebrate","Arthropods","Crustaceans","juvenile","American lobster","Animalia","Arthropoda","Malacostraca","Decapoda","Nephropidae","Homarus","Homarus americanus",NA
"1064",350,2015,7,17,"LITTLE_BREWSTER","2","ASFO",16,"O",1,1,"Invertebrate","Echinoderms","Sea Stars",NA,"Forbes Star",NA,NA,NA,NA,NA,NA,"Asterias forbesii",NA
"1065",351,2015,7,17,"LITTLE_BREWSTER","2","BOEC",16,"O",1,1,"Invertebrate","Chordates","Tunicates",NA,"stalked tunicate","Animalia","Chordata","Ascidiacea","Stolidobranchia","Pyuridae","Boltenia","Boltenia echinata",NA
"1066",352,2015,7,17,"LITTLE_BREWSTER","2","LADI",16,"O",3,1,"Algae","Phaeophyta","Brown Algae",NA,"Fingered Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Laminaria","Laminaria digitata",NA
"1067",353,2015,7,17,"LITTLE_BREWSTER","3","SL",16,"O",6,1,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima",NA
"1068",354,2015,7,17,"LITTLE_BREWSTER","3","SLJ",16,"O",6,1,"Algae","Phaeophyta","Brown Algae","juvenile <10cm",NA,"Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima",NA
"1069",355,2015,7,17,"LITTLE_BREWSTER","3","DEAC",16,"O",1,1,"Algae","Phaeophyta","Brown Algae",NA,"Sour or Stink Weed",NA,NA,NA,NA,NA,NA,"Desmerestia aculeata",NA
"1070",356,2015,7,15,"LITTLE_BREWSTER","4","SL",16,"O",6,1,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima",NA
"1071",357,2015,7,15,"LITTLE_BREWSTER","4","SLJ",16,"O",1,1,"Algae","Phaeophyta","Brown Algae","juvenile <10cm",NA,"Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima",NA
"1072",358,2015,7,15,"LITTLE_BREWSTER","4","DEVI",16,"O",2,1,"Algae","Phaeophyta","Brown Algae",NA,"Sour or Stink Weed",NA,NA,NA,NA,NA,NA,"Desmerestia viridis",NA
"1073",359,2015,7,15,"LITTLE_BREWSTER","4","DEAC",16,"O",3,1,"Algae","Phaeophyta","Brown Algae",NA,"Sour or Stink Weed",NA,NA,NA,NA,NA,NA,"Desmerestia aculeata",NA
"1074",360,2015,7,15,"LITTLE_BREWSTER","4","ASRUS",16,"O",5,1,"Invertebrate","Echinoderms","Sea Stars","juvenile","Common Star","Animalia","Echinodermata","Asteroidea","Forcipulatida","Asteriidae","Asterias","Asterias rubens",NA
"1075",361,2015,7,15,"LITTLE_BREWSTER","1","SL",24,"I",1,1,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima",NA
"1076",362,2015,7,15,"LITTLE_BREWSTER","1","DEVI",24,"I",1,1,"Algae","Phaeophyta","Brown Algae",NA,"Sour or Stink Weed",NA,NA,NA,NA,NA,NA,"Desmerestia viridis",NA
"1077",363,2015,7,15,"LITTLE_BREWSTER","1","ASFOS",24,"I",6,1,"Invertebrate","Echinoderms","Sea Stars","juvenile","Forbes Star",NA,NA,NA,NA,NA,NA,"Asterias forbesii",NA
"1078",364,2015,7,15,"LITTLE_BREWSTER","1","FUSP",24,"I",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1079",365,2015,7,15,"LITTLE_BREWSTER","1","CABS",24,"I",1,1,"Invertebrate","Arthropods","Crustaceans","juvenile","Jonah Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer borealis",NA
